"id_odsp";"id_event";"sort_order";"time";"text";"event_type";"event_type2";"side";"event_team";"opponent";"player";"player2";"player_in";"player_out";"shot_place";"shot_outcome";"is_goal";"location";"bodypart";"assist_method";"situation";"fast_break"
"hrLFbq6A/";"hrLFbq6A20";20.0;27.0;"Corner,  Villarreal. Conceded by Javi Varas.";2.0;"NA";2.0;"Villarreal";"Sevilla";"javi varas";"javi varas";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"bLwBU4iU/";"bLwBU4iU9";9.0;13.0;"Foul by Jeffren (Real Valladolid).";3.0;"NA";1.0;"Real Valladolid";"Real Madrid";"jeffren";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"bLwBU4iU/";"bLwBU4iU81";81.0;77.0;"Substitution, Real Madrid. Marcelo replaces Karim Benzema.";7.0;"NA";2.0;"Real Madrid";"Real Valladolid";"NA";"NA";"marcelo";"karim benzema";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"CQSEEvIi/";"CQSEEvIi35";35.0;49.0;"Foul by Jamel Saihi (Montpellier).";3.0;"NA";1.0;"Montpellier";"Bastia";"jamel saihi";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"rkTJiF8f/";"rkTJiF8f105";105.0;84.0;"Roman Neustadter (FC Schalke 04) wins a free kick in the defensive half.";8.0;"NA";1.0;"Schalke 04";"Nurnberg";"roman neustadter";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"UPLb3xj5/";"UPLb3xj548";48.0;52.0;"Attempt saved. Marko Arnautovic (Stoke City) right footed shot from outside the box is saved in the bottom right corner. Assisted by Jonathan Walters.";1.0;"12";2.0;"Stoke City";"West Brom";"marko arnautovic";"jonathan walters";"NA";"NA";"4";"1";0.0;"15";"1";1.0;"1";0.0
"MwNw8bbL/";"MwNw8bbL45";45.0;48.0;"Foul by Dimitar Berbatov (Monaco).";3.0;"NA";1.0;"AS Monaco";"Lorient";"dimitar berbatov";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"rmOZ8vqF/";"rmOZ8vqF29";29.0;33.0;"Attempt missed. Arnold Mvuemba (Lyon) right footed shot from outside the box is too high following a set piece situation.";1.0;"NA";1.0;"Lyon";"Stade Rennes";"arnold mvuemba";"NA";"NA";"NA";"10";"2";0.0;"15";"1";0.0;"2";0.0
"beQcsW4q/";"beQcsW4q13";13.0;18.0;"Foul by Jonas Olsson (West Bromwich Albion).";3.0;"NA";1.0;"West Brom";"Sunderland";"jonas olsson";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"6ckNmYRF/";"6ckNmYRF54";54.0;73.0;"Attempt missed. Yaya Toure (Manchester City) right footed shot from outside the box is too high from a direct free kick.";1.0;"NA";2.0;"Manchester City";"Newcastle";"yaya toure";"NA";"NA";"NA";"10";"2";0.0;"15";"1";0.0;"4";0.0
"G0rDMcDE/";"G0rDMcDE44";44.0;35.0;"Attempt missed. Morgan Sanson (Montpellier) right footed shot from more than 35 yards is high and wide to the right from a direct free kick.";1.0;"NA";2.0;"Montpellier";"Marseille";"morgan sanson";"NA";"NA";"NA";"6";"2";0.0;"17";"1";0.0;"4";0.0
"by22wwGR/";"by22wwGR90";90.0;85.0;"Fabian Johnson (Borussia Monchengladbach) wins a free kick on the right wing.";8.0;"NA";1.0;"Borussia Monchengladbach";"VfB Stuttgart";"fabian johnson";"NA";"NA";"NA";"NA";"NA";0.0;"5";"NA";0.0;"NA";0.0
"lbtUnzJl/";"lbtUnzJl80";80.0;72.0;"Ander Capa (Eibar) wins a free kick on the right wing.";8.0;"NA";1.0;"Eibar";"Real Sociedad";"ander capa";"NA";"NA";"NA";"NA";"NA";0.0;"5";"NA";0.0;"NA";0.0
"GKMkUHbR/";"GKMkUHbR75";75.0;70.0;"Substitution, Chievo. Isaac Cofie replaces Ivan Radovanovic because of an injury.";7.0;"NA";1.0;"Chievo Verona";"Juventus";"NA";"NA";"isaac cofie";"ivan radovanovic";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"rkF2T5Qb/";"rkF2T5Qb88";88.0;88.0;"Foul by Dimitar Berbatov (Monaco).";3.0;"NA";1.0;"AS Monaco";"Lille";"dimitar berbatov";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"4bGbUoBh/";"4bGbUoBh72";72.0;71.0;"Attempt missed. Yeni N'Gbakoto (Metz) right footed shot from more than 35 yards is high and wide to the right.";1.0;"NA";1.0;"Metz";"Lyon";"yeni ngbakoto";"NA";"NA";"NA";"6";"2";0.0;"17";"1";0.0;"1";0.0
"b7Kcp2Em/";"b7Kcp2Em28";28.0;24.0;"Foul by Esteban Granero (Real Sociedad).";3.0;"NA";1.0;"Real Sociedad";"Real Madrid";"esteban granero";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"jDDHPy7r/";"jDDHPy7r21";21.0;27.0;"Attempt saved. Mauricio Pinilla (Genoa) left footed shot from the left side of the six yard box is saved in the centre of the goal.";1.0;"NA";1.0;"Genoa";"Napoli";"mauricio pinilla";"NA";"NA";"NA";"5";"1";0.0;"10";"2";0.0;"1";0.0
"Sn0t89xG/";"Sn0t89xG34";34.0;31.0;"Foul by Omer Toprak (Bayer 04 Leverkusen).";3.0;"NA";1.0;"Bayer Leverkusen";"Werder Bremen";"omer toprak";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"jFvtsPfb/";"jFvtsPfb40";40.0;44.0;"Own Goal by Lamine KonA©, Lorient.  Montpellier 1, Lorient 0.";1.0;"15";1.0;"Montpellier";"Lorient";"lamine kone";"NA";"NA";"NA";"NA";"NA";1.0;"19";"1";0.0;"1";0.0
"pOW6OUMd/";"pOW6OUMd90";90.0;90.0;"Foul by Miso Brecko (1. FC Koln).";3.0;"NA";2.0;"FC Cologne";"SC Paderborn";"miso brecko";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"S6zdgccI/";"S6zdgccI56";56.0;59.0;"Attempt saved. Munir El Haddadi (Barcelona) header from the centre of the box is saved in the centre of the goal. Assisted by Jordi Alba with a cross.";1.0;"12";1.0;"Barcelona";"Athletic Bilbao";"munir el haddadi";"jordi alba";"NA";"NA";"5";"1";0.0;"3";"3";2.0;"1";0.0
"S6zdgccI/";"S6zdgccI75";75.0;84.0;"Goal!  Barcelona 2, Athletic Club 0. Neymar (Barcelona) right footed shot from the centre of the box to the bottom right corner. Assisted by Lionel Messi.";1.0;"12";1.0;"Barcelona";"Athletic Bilbao";"neymar";"lionel messi";"NA";"NA";"4";"1";1.0;"3";"1";1.0;"1";0.0
"tjxleJS5/";"tjxleJS576";76.0;60.0;"Attempt missed. Javier Aquino (Rayo Vallecano) right footed shot from the centre of the box is too high. Assisted by Emiliano Insua with a cross.";1.0;"12";1.0;"Rayo Vallecano";"Elche";"javier aquino";"emiliano insua";"NA";"NA";"10";"2";0.0;"3";"1";2.0;"1";0.0
"ClV0x19T/";"ClV0x19T86";86.0;89.0;"Jonathan Mensah (Evian Thonon Gaillard) wins a free kick in the defensive half.";8.0;"NA";2.0;"Evian Thonon Gaillard";"Bordeaux";"jonathan mensah";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"AT6U4oK4/";"AT6U4oK458";58.0;59.0;"Booking      Andrew Robertson (Hull City) is shown the yellow card.";4.0;"NA";2.0;"Hull";"Newcastle";"andrew robertson";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"zDcN9Isa/";"zDcN9Isa81";81.0;81.0;"Koke (AtlA©tico de Madrid) wins a free kick on the left wing.";8.0;"NA";1.0;"Atletico Madrid";"Celta Vigo";"koke";"NA";"NA";"NA";"NA";"NA";0.0;"4";"NA";0.0;"NA";0.0
"233M67kh/";"233M67kh13";13.0;12.0;"Goal!        Goal!  Leicester City 0, Manchester United 1. Robin van Persie (Manchester United) header from the right side of the six yard box to the centre of the goal. Assisted by Falcao with a cross.";1.0;"12";2.0;"Manchester Utd";"Leicester City";"robin van persie";"falcao";"NA";"NA";"5";"1";1.0;"12";"3";2.0;"1";0.0
"nVZ7LFtB/";"nVZ7LFtB78";78.0;58.0;"Edu AlbA¡car (Elche) is shown the yellow card for a bad foul.";4.0;"NA";2.0;"Elche";"Real Madrid";"edu albacar";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"8YFfhAKd/";"8YFfhAKd86";86.0;67.0;"Foul by JA©rA©my Pied (Guingamp).";3.0;"NA";1.0;"Guingamp";"Metz";"jeremy pied";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"AHGxFufG/";"AHGxFufG6";6.0;5.0;"Hand ball by Djamel Mesbah (Sampdoria).";10.0;"NA";1.0;"Sampdoria";"Chievo Verona";"djamel mesbah";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"AHGxFufG/";"AHGxFufG30";30.0;32.0;"Cristiano Biraghi (Chievo) wins a free kick in the defensive half.";8.0;"NA";2.0;"Chievo Verona";"Sampdoria";"cristiano biraghi";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"MyKbiUZ2/";"MyKbiUZ281";81.0;90.0;"Attempt missed. Alain TraorA© (Lorient) left footed shot from the left side of the box is close, but misses to the left. Assisted by Jordan Ayew.";1.0;"12";2.0;"Lorient";"Lyon";"alain traore";"jordan ayew";"NA";"NA";"8";"2";0.0;"9";"2";1.0;"1";0.0
"txPLINfi/";"txPLINfi67";67.0;69.0;"Attempt blocked. Claudio Marchisio (Juventus) right footed shot from outside the box is blocked. Assisted by Roberto Pereyra.";1.0;"12";1.0;"Juventus";"Cesena";"claudio marchisio";"roberto pereyra";"NA";"NA";"2";"3";0.0;"15";"1";1.0;"1";0.0
"6mdyWJ3f/";"6mdyWJ3f101";101.0;78.0;"Attempt saved. Max Gradel (St Etienne) right footed shot from the left side of the box is saved in the bottom left corner.";1.0;"NA";1.0;"St Etienne";"Bordeaux";"max gradel";"NA";"NA";"NA";"3";"1";0.0;"9";"1";0.0;"1";0.0
"KjMApJIm/";"KjMApJIm39";39.0;35.0;"Foul by Mustapha Diallo (Guingamp).";3.0;"NA";2.0;"Guingamp";"Montpellier";"mustapha diallo";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"2FeH7cnj/";"2FeH7cnj90";90.0;71.0;"Stefano Sturaro (Genoa) wins a free kick in the defensive half.";8.0;"NA";1.0;"Genoa";"Sampdoria";"stefano sturaro";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"0z55Q1O7/";"0z55Q1O763";63.0;62.0;"Attempt missed. Roque Santa Cruz (MA¡laga) header from the centre of the box misses to the left. Assisted by Ricardo Horta with a cross.";1.0;"12";1.0;"Malaga";"Granada";"roque santa cruz";"ricardo horta";"NA";"NA";"8";"2";0.0;"3";"3";2.0;"1";0.0
"tCcPOhJO/";"tCcPOhJO70";70.0;67.0;"Corner,  Borussia Dortmund. Conceded by Pierre-Michel Lasogga.";2.0;"NA";1.0;"Borussia Dortmund";"Hamburg SV";"pierremichel lasogga";"pierremichel lasogga";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"YaZkuE35/";"YaZkuE3533";33.0;25.0;"Foul by Marc Torrejon (Sport-Club Freiburg).";3.0;"NA";2.0;"SC Freiburg";"Werder Bremen";"marc torrejon";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"MVjiKzWe/";"MVjiKzWe91";91.0;84.0;"Attempt missed. Kwadwo Asamoah (Juventus) left footed shot from outside the box is high and wide to the left. Assisted by Giorgio Chiellini following a corner.";1.0;"12";1.0;"Juventus";"AS Roma";"kwadwo asamoah";"giorgio chiellini";"NA";"NA";"6";"2";0.0;"15";"2";1.0;"3";0.0
"pQNZrd4t/";"pQNZrd4t38";38.0;36.0;"Abdul Rahman Baba (FC Augsburg) wins a free kick on the left wing.";8.0;"NA";2.0;"FC Augsburg";"VfL Wolfsburg";"abdul rahman baba";"NA";"NA";"NA";"NA";"NA";0.0;"4";"NA";0.0;"NA";0.0
"4M2r8DGB/";"4M2r8DGB95";95.0;89.0;"Substitution, Bastia. Romaric replaces Junior Tallo because of an injury.";7.0;"NA";2.0;"Bastia";"Nice";"NA";"NA";"romaric";"junior tallo";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"8pOdyT6m/";"8pOdyT6m99";99.0;88.0;"Corner,  Juventus. Conceded by Francesco Acerbi.";2.0;"NA";2.0;"Juventus";"Sassuolo";"francesco acerbi";"francesco acerbi";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"d2KqvLh7/";"d2KqvLh748";48.0;50.0;"Foul by Neymar (Barcelona).";3.0;"NA";1.0;"Barcelona";"Eibar";"neymar";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"xhllko18/";"xhllko1878";78.0;65.0;"Nordin Amrabat (MA¡laga) wins a free kick in the attacking half.";8.0;"NA";2.0;"Malaga";"Cordoba";"nordin amrabat";"NA";"NA";"NA";"NA";"NA";0.0;"1";"NA";0.0;"NA";0.0
"EJfPgDIb/";"EJfPgDIb123";123.0;90.0;"Corner,  TSG 1899 Hoffenheim. Conceded by Ashton Gotz.";2.0;"NA";2.0;"TSG Hoffenheim";"Hamburg SV";"ashton gotz";"ashton gotz";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"d2ntjVHN/";"d2ntjVHN23";23.0;23.0;"Hakan Calhanoglu (Bayer 04 Leverkusen) wins a free kick on the right wing.";8.0;"NA";1.0;"Bayer Leverkusen";"Schalke 04";"hakan calhanoglu";"NA";"NA";"NA";"NA";"NA";0.0;"5";"NA";0.0;"NA";0.0
"js7fc0H2/";"js7fc0H269";69.0;84.0;"Attempt missed. Patrick van Aanholt (Sunderland) right footed shot from the centre of the box misses to the right. Assisted by Wes Brown.";1.0;"12";1.0;"Sunderland";"Arsenal";"patrick van aanholt";"wes brown";"NA";"NA";"9";"2";0.0;"3";"1";1.0;"1";0.0
"xvJCYGv2/";"xvJCYGv288";88.0;93.0;"Attempt missed. Graziano Pelle (Southampton) left footed shot from outside the box misses to the right. Assisted by Fraser Forster.";1.0;"12";1.0;"Southampton";"Stoke City";"graziano pelle";"fraser forster";"NA";"NA";"9";"2";0.0;"15";"2";1.0;"1";0.0
"C0e7mfHu/";"C0e7mfHu27";27.0;23.0;"Foul by Jorginho (Napoli).";3.0;"NA";1.0;"Napoli";"Hellas Verona";"jorginho";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"GUknnpL5/";"GUknnpL5134";134.0;87.0;"Mauricio Pinilla (Genoa) wins a free kick in the defensive half.";8.0;"NA";2.0;"Genoa";"Chievo Verona";"mauricio pinilla";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"hYXBp9uo/";"hYXBp9uo73";73.0;67.0;"Foul by Medhi Benatia (FC Bayern Munchen).";3.0;"NA";2.0;"Bayern Munich";"Borussia Monchengladbach";"medhi benatia";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"IqXrmQ5a/";"IqXrmQ5a52";52.0;40.0;"Foul by Emmanuel Cascione (Cesena).";3.0;"NA";1.0;"Cesena";"Internazionale";"emmanuel cascione";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"MP9NkIiJ/";"MP9NkIiJ71";71.0;56.0;"Corner,  MA¡laga. Conceded by Javier Aquino.";2.0;"NA";1.0;"Malaga";"Rayo Vallecano";"javier aquino";"javier aquino";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"WxvYuanS/";"WxvYuanS54";54.0;61.0;"Attempt saved. Samuel Eto'o (Everton) right footed shot from outside the box is saved in the centre of the goal. Assisted by Steven Naismith.";1.0;"12";2.0;"Everton";"Burnley";"samuel etoo";"steven naismith";"NA";"NA";"5";"1";0.0;"15";"1";1.0;"1";0.0
"8SOg12ad/";"8SOg12ad2";2.0;6.0;"Attempt saved. Marcos Lopes (Lille) left footed shot from outside the box is saved in the centre of the goal. Assisted by Michael Frey.";1.0;"12";1.0;"Lille";"St Etienne";"marcos lopes";"michael frey";"NA";"NA";"5";"1";0.0;"15";"2";1.0;"1";0.0
"fcvtLkHc/";"fcvtLkHc90";90.0;53.0;"Heung-Min Son (Bayer 04 Leverkusen) wins a free kick in the defensive half.";8.0;"NA";2.0;"Bayer Leverkusen";"Hamburg SV";"heungmin son";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"WpMtlR7j/";"WpMtlR7j38";38.0;40.0;"Christian Maggio (Napoli) is shown the yellow card for a bad foul.";4.0;"NA";1.0;"Napoli";"AS Roma";"christian maggio";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"zkTUdwV7/";"zkTUdwV775";75.0;58.0;"Foul by John Anthony Brooks (Hertha Berlin).";3.0;"NA";1.0;"Hertha Berlin";"Hannover 96";"john anthony brooks";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"OSKMn7aC/";"OSKMn7aC63";63.0;59.0;"Corner,  Southampton. Conceded by Wes Morgan.";2.0;"NA";1.0;"Southampton";"Leicester City";"wes morgan";"wes morgan";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"fX8pIm1G/";"fX8pIm1G61";61.0;66.0;"Erik Durm (Borussia Dortmund) wins a free kick on the left wing.";8.0;"NA";1.0;"Borussia Dortmund";"Borussia Monchengladbach";"erik durm";"NA";"NA";"NA";"NA";"NA";0.0;"4";"NA";0.0;"NA";0.0
"YVTCjKTl/";"YVTCjKTl68";68.0;58.0;"Substitution, Empoli. Diego Laxalt replaces Piotr Zielinski.";7.0;"NA";1.0;"Empoli";"Lazio";"NA";"NA";"diego laxalt";"piotr zielinski";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"xEVfYaiE/";"xEVfYaiE65";65.0;67.0;"Peter Niemeyer (Hertha Berlin) is shown the yellow card for a bad foul.";4.0;"NA";2.0;"Hertha Berlin";"FC Cologne";"peter niemeyer";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"YgrEn0kR/";"YgrEn0kR100";100.0;88.0;"Foul by Sloan Privat (Caen).";3.0;"NA";2.0;"Caen";"AS Monaco";"sloan privat";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"4U2nOFT6/";"4U2nOFT630";30.0;47.0;"Offside, Hertha Berlin. John Anthony Brooks tries a through ball, but Anis Ben-Hatira is caught offside.";9.0;"13";1.0;"Hertha Berlin";"Bayern Munich";"anis benhatira";"john anthony brooks";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"ltPJgHdf/";"ltPJgHdf15";15.0;14.0;"Benjamin Jeannot (Lorient) wins a free kick in the defensive half.";8.0;"NA";2.0;"Lorient";"Toulouse";"benjamin jeannot";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"Uablvxc7/";"Uablvxc793";93.0;90.0;"Corner,  Montpellier. Conceded by Jean CalvA©.";2.0;"NA";2.0;"Montpellier";"Caen";"jean calva©";"jean calva©";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"zkBVRcUs/";"zkBVRcUs15";15.0;16.0;"Corner,  Bayer 04 Leverkusen. Conceded by Kevin Wimmer.";2.0;"NA";1.0;"Bayer Leverkusen";"FC Cologne";"kevin wimmer";"kevin wimmer";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"6FSSzxZP/";"6FSSzxZP45";45.0;40.0;"Corner,  Palermo. Conceded by Stefan Ristovski.";2.0;"NA";1.0;"Palermo";"Parma";"stefan ristovski";"stefan ristovski";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"6FSSzxZP/";"6FSSzxZP47";47.0;42.0;"Enzo Maresca (Palermo) wins a free kick in the defensive half.";8.0;"NA";1.0;"Palermo";"Parma";"enzo maresca";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"fLYUFzc0/";"fLYUFzc073";73.0;53.0;"Foul by Luca Antonelli (Genoa).";3.0;"NA";2.0;"Genoa";"Cesena";"luca antonelli";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"rkTI9Xak/";"rkTI9Xak7";7.0;6.0;"Foul by Antonio Amaya (Rayo Vallecano).";3.0;"NA";2.0;"Rayo Vallecano";"Almeria";"antonio amaya";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"QZXKQMsH/";"QZXKQMsH71";71.0;64.0;"Substitution      Substitution, West Ham United. James Collins replaces Morgan Amalfitano.";7.0;"NA";2.0;"West Ham";"West Brom";"NA";"NA";"james collins";"morgan amalfitano";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"6Xok9fCq/";"6Xok9fCq41";41.0;48.0;"Eden Hazard (Chelsea) wins a free kick on the left wing.";8.0;"NA";1.0;"Chelsea";"Tottenham";"eden hazard";"NA";"NA";"NA";"NA";"NA";0.0;"4";"NA";0.0;"NA";0.0
"b9N0VpTo/";"b9N0VpTo27";27.0;38.0;"Foul by Victor Wanyama (Southampton).";3.0;"NA";2.0;"Southampton";"Arsenal";"victor wanyama";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"Ye97hSHH/";"Ye97hSHH25";25.0;25.0;"Foul by Vincent Pajot (Rennes).";3.0;"NA";2.0;"Stade Rennes";"Nice";"vincent pajot";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"YNNQ40xe/";"YNNQ40xe66";66.0;71.0;"Attempt blocked. Jason Puncheon (Crystal Palace) left footed shot from the right side of the box is blocked. Assisted by Marouane Chamakh.";1.0;"12";2.0;"Crystal Palace";"Tottenham";"jason puncheon";"marouane chamakh";"NA";"NA";"2";"3";0.0;"11";"2";1.0;"1";0.0
"6BUIMN9a/";"6BUIMN9a109";109.0;87.0;"Attempt blocked. Levent Aycicek (SV Werder Bremen) right footed shot from outside the box is blocked. Assisted by Assani Lukimya.";1.0;"12";2.0;"Werder Bremen";"Eintracht Frankfurt";"levent aycicek";"assani lukimya";"NA";"NA";"2";"3";0.0;"15";"1";1.0;"1";0.0
"QX8HUYyF/";"QX8HUYyF6";6.0;8.0;"Carlos MartA­nez (Real Sociedad) wins a free kick in the defensive half.";8.0;"NA";2.0;"Real Sociedad";"Villarreal";"carlos martinez";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"SY4rx0vO/";"SY4rx0vO35";35.0;38.0;"Corner,  West Ham United. Conceded by Lukasz Fabianski.";2.0;"NA";1.0;"West Ham";"Swansea";"lukasz fabianski";"lukasz fabianski";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"vPSQK1vC/";"vPSQK1vC68";68.0;53.0;"Penalty conceded by Nikolce Noveski (1. FSV Mainz 05) with a hand ball in the penalty area.";11.0;"NA";2.0;"Mainz";"Hamburg SV";"NA";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"nVs5Yu9d/";"nVs5Yu9d72";72.0;56.0;"Djamel Mesbah (Sampdoria) wins a free kick on the left wing.";8.0;"NA";2.0;"Sampdoria";"Hellas Verona";"djamel mesbah";"NA";"NA";"NA";"NA";"NA";0.0;"4";"NA";0.0;"NA";0.0
"hnoTPqjm/";"hnoTPqjm49";49.0;51.0;"Fidel (CA³rdoba) wins a free kick in the attacking half.";8.0;"NA";1.0;"Cordoba";"Levante";"fidel";"NA";"NA";"NA";"NA";"NA";0.0;"1";"NA";0.0;"NA";0.0
"KG3LQsaE/";"KG3LQsaE16";16.0;25.0;"Corner,  Stoke City. Conceded by Joe Ledley.";2.0;"NA";2.0;"Stoke City";"Crystal Palace";"joe ledley";"joe ledley";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"69iqM1kC/";"69iqM1kC48";48.0;48.0;"Reyes (FC Sevilla) wins a free kick in the defensive half.";8.0;"NA";1.0;"Sevilla";"Eibar";"reyes";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"MmdmoJh2/";"MmdmoJh2107";107.0;90.0;"Hand ball by Kingsley Coman (Juventus).";10.0;"NA";1.0;"Juventus";"Sampdoria";"kingsley coman";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"tvKMrC5j/";"tvKMrC5j106";106.0;90.0;"Divock Origi (Lille) wins a free kick in the defensive half.";8.0;"NA";1.0;"Lille";"Toulouse";"divock origi";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"CAn2kDq3/";"CAn2kDq360";60.0;53.0;"Foul by Bastian Schweinsteiger (FC Bayern Munchen).";3.0;"NA";2.0;"Bayern Munich";"Mainz";"bastian schweinsteiger";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"8tx9HwM0/";"8tx9HwM04";4.0;11.0;"Foul by Robin van Persie (Manchester United).";3.0;"NA";2.0;"Manchester Utd";"Aston Villa";"robin van persie";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"lECsWxyf/";"lECsWxyf70";70.0;73.0;"Attempt missed. David Nugent (Leicester City) left footed shot from outside the box is high and wide to the left. Assisted by Danny Simpson.";1.0;"12";2.0;"Leicester City";"West Ham";"david nugent";"danny simpson";"NA";"NA";"6";"2";0.0;"15";"2";1.0;"1";0.0
"pY1lcBKq/";"pY1lcBKq48";48.0;49.0;"Corner,  Bordeaux. Conceded by Anthony Lopes.";2.0;"NA";1.0;"Bordeaux";"Lyon";"anthony lopes";"anthony lopes";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"hGx5g19b/";"hGx5g19b72";72.0;87.0;"Dismissal      Second yellow card to Paul Konchesky (Leicester City) for a bad foul.";4.0;"14";2.0;"Leicester City";"Hull";"paul konchesky";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"bsmXudto/";"bsmXudto14";14.0;12.0;"Foul by Fran VA©lez (AlmerA­a).";3.0;"NA";2.0;"Almeria";"Malaga";"fran velez";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"0fL8BzO4/";"0fL8BzO484";84.0;73.0;"Corner,  Torino. Conceded by Adil Rami.";2.0;"NA";1.0;"Torino";"AC Milan";"adil rami";"adil rami";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"U170r7QG/";"U170r7QG77";77.0;75.0;"George Boyd (Burnley) wins a free kick in the defensive half.";8.0;"NA";1.0;"Burnley";"QPR";"george boyd";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
